1.303215	-0.017698	1
3.131813	-1.099518	1
-2.484929	0.176542	1
-0.335939	0.693082	1
-0.425710	-0.082101	1
1.572401	1.777911	1
1.637780	4.006232	1
0.454098	-0.652670	1
-1.542324	0.591929	1
-0.693998	0.498880	1
-0.161110	-1.687136	1
3.176946	0.723343	1
3.649871	-0.191362	1
-0.232349	0.082905	1
-1.196447	2.266462	1
3.158929	2.617594	1
-0.765648	-0.358201	1
-1.245031	-0.009369	1
2.756663	-1.834648	1
0.014153	-2.759060	1
1.581076	0.779759	1
0.655105	1.249815	1
-1.991996	-1.396999	1
-1.143981	0.932951	1
1.075702	0.941634	1
-0.064221	0.785329	1
-0.919050	-3.079722	1
1.423094	-0.177444	1
-1.413014	-1.562987	1
-1.694747	2.853358	1
-1.437058	-0.788617	1
-0.982534	1.851397	1
1.394445	0.547243	1
-0.111301	0.650074	1
0.671674	-1.190585	1
-2.961162	-0.680889	1
-0.203550	-3.219973	1
-0.410256	-0.529384	1
-1.506493	-0.572083	1
-1.850127	-2.051405	1
-0.991187	-2.083648	1
-0.649214	1.404286	1
-1.276883	-1.993404	1
-2.742740	-1.447893	1
-1.337823	-3.606755	1
-0.717988	1.114173	1
-0.697413	-0.969514	1
-0.513141	2.248306	1
-0.701166	1.414467	1
1.676480	1.791468	1
-0.535282	-1.829156	1
4.139263	-0.642682	1
0.875613	2.018113	1
0.351197	-0.273653	1
-2.159300	-1.256677	1
-1.012146	0.365715	1
1.308977	-0.798938	1
1.065439	-1.058054	1
0.973629	1.524060	1
-0.196852	0.749730	1
1.744689	-2.640666	1
-1.118005	0.730559	1
-1.359862	1.139406	1
-1.882930	-0.029083	1
3.181567	1.065337	1
0.341680	0.909270	1
-0.838720	1.539276	1
0.526142	3.791284	1
4.303768	-1.273736	1
3.316410	-0.057760	1
-0.608257	0.791205	1
-2.775516	0.908996	1
2.885598	-2.563252	1
0.695457	-1.333600	1
2.434774	-0.224088	1
0.269277	-0.529508	1
1.160526	1.028505	1
-3.473740	-1.215416	1
-1.652038	1.002728	1
0.342339	1.133254	1
2.103337	1.313772	1
0.615044	-1.019128	1
0.542808	-1.080124	1
-0.984505	0.423035	1
-0.063165	0.575224	1
-1.002342	-1.914431	1
-0.278595	-2.411899	1
-2.857076	0.302036	1
1.363310	1.570882	1
2.346074	0.455671	1
-1.310078	0.090515	1
-1.119479	-0.388708	1
-0.125437	0.618058	1
0.305890	0.271509	1
-0.825810	-1.028865	1
0.153511	0.056270	1
-0.771314	0.495611	1
-1.462145	-1.339399	1
-0.091327	2.484692	1
-3.082515	0.054826	1
-2.990811	-2.980192	1
0.344869	-0.379191	1
0.338782	-0.743661	1
0.426048	-2.462977	1
4.289617	0.512514	1
-0.088084	-1.210769	1
-0.210528	-0.863788	1
0.017862	0.448575	1
0.025391	-0.955857	1
0.603767	-0.992570	1
-0.742854	-2.939366	1
1.563140	-2.232852	1
2.868677	2.173563	1
0.025690	-0.177617	1
-2.193165	0.863355	1
-0.308716	1.112918	1
-2.932258	1.267499	1
2.384927	2.130274	1
-0.177416	3.694287	1
-0.295083	-0.536552	1
1.611265	-1.156709	1
